Frecuencia  Ruta
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/coverage/target/comments.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/parser/issue-4126/invalid.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/parser/stashed-diag2.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0060_let_else_right_curly_brace_unary.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0033_match_arms_outer_attrs.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0018_incomplete_fn.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0064_let_else_right_curly_brace_assignment.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0059_let_else_right_curly_brace_closure.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0063_let_else_right_curly_brace_reference.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0044_item_modifiers.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0058_let_else_right_curly_brace_range.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0048_double_fish.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0057_let_else_right_curly_brace_arithmetic.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0062_let_else_right_curly_brace_become.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0054_float_split_scientific_notation.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0023_mismatched_paren.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/match_arms_recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/angled_path_without_qual.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/generic_arg_list_recover.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/generic_arg_list_recover_expr.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/use_tree_list_err_recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/inline/err/generic_param_list_recover.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/empty_int.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_with_space.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_at_eof.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/empty_exponent.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_unicode_escape.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_with_ascii_escape.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_with_unicode_escape.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_slash.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_with_slash.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_ferris.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_space.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_slash_double_quote.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_ascii_escape.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_at_eof.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_string_with_slash_n.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/lexer/err/unclosed_byte_with_slash_n.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/reparse/fuzz-failures/0001.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/reparse/fuzz-failures/0003.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/reparse/fuzz-failures/0005.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/parser/fuzz-failures/0003.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/parser/fuzz-failures/0002.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/syntax/test_data/parser/fuzz-failures/0004.rs
         2  /home/socub/U/tesis/rust_repos/rust/src/tools/clippy/tests/ui/needless_raw_string.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/codemap_tests/tab_2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/macros/issue-102878.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/half-open-range-patterns/half-open-range-pats-ref-ambiguous-interp.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/extern/extern-const.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/pub/pub-ident-struct-4.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/impl-trait/precise-capturing/dyn-use.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/impl-trait/precise-capturing/unexpected-token.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/impl-trait/extra-impl-in-trait-impl.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/range/impossible_range.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/resolve/parse_error.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/resolve/incorrect-self-res.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/unsafe-fields/unsafe-fields-parse.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/self/self-vs-path-ambiguity.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/static/missing-type.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/span/issue-81800.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/closures/issue-52437.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/sized/ensure-overriding-bindings-in-pattern-with-ty-err-doesnt-ice.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/const-generics/parser-error-recovery/issue-89013-no-assoc.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/const-generics/parser-error-recovery/issue-89013.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/const-generics/generic_arg_infer/infer-arg-test.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bounds-lifetime-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/fn-simple.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/enum.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/existing_generics.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest_misplaced_generics/type.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keyword-enum-as-identifier.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest-assoc-const.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/removed-syntax/removed-syntax-field-let-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/removed-syntax/removed-syntax-record.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unicode-quote-chars.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/underscore-suffix-for-string.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/if-in-in.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bad-pointer-type.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/let-binop.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/multitrait.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/fn-arg-doc-comment.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/new-unicode-escapes-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/range_inclusive.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/double-pointer.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/parser-ice-ed2021-await-105210.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/item-free-static-no-body-semantic-fail.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-where-clause-before-tuple-struct-body-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-missing-semi.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/unicode-double-equals-recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-struct.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-for-loop-parens-around-head.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-colon-instead-of-eq-in-local.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/turbofish-arg-with-stray-colon.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/recover/recover-from-homoglyph.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/struct-default-values-and-missing-field-separator.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/match-refactor-to-expr.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bare-struct-body.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keyword-static-as-identifier.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/macro-mismatched-delim-brace-paren.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/typed-self-param.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/pat-tuple-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/virtual-structs.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keywords-followed-by-double-colon.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/while-if-let-without-body.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/shebang/issue-71471-ignore-tidy.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/shebang/multiline-attrib.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/shebang/sneaky-attrib.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/shebang/shebang-doc-comment.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/keyword-fn-as-identifier.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/attribute/attribute-with-no-generics-in-parameter-list.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/attribute/properly-recover-from-trailing-outer-attribute-in-body-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/attribute/attr-dangling-in-fn.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/type-ascription-in-pattern.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/default-unmatched-assoc.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/macro/macro-expand-to-match-arm.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/generic-statics.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/macros-no-semicolon-items.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/parser-recovery-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/can-begin-expr-check.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/nested-missing-closing-angle-bracket.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unsized.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/misspelled-keywords/hrdt.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/misspelled-keywords/impl-trait.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/misspelled-keywords/let.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/misspelled-keywords/const-generics.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/range-inclusive-extra-equals.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bound-single-question-mark.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/raw-idents.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/raw-literal-underscore.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/raw/issue-70677-panic-on-unterminated-raw-str-at-eof.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/suggest-const-for-global-var.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/assoc/associated-types-project-from-hrtb-explicit.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-108109-fn-missing-params.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-43196.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-110014.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-72253.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-105209.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-88770.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-19096.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-87197-missing-semicolon.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-98601-delimiter-error-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-17904.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-99910-const-let-mutually-exclusive.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-41155.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-93282.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-62546.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-93867.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-62660.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-87217-keyword-order/recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-84117.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-63135.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-103425.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-118531-ice.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/recover-ge-as-fat-arrow.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-105366.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-62894.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-44021.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-22647.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-101477-let.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-102182-impl-trait-recover.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/issue-103143.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issues/diagnostics-parenthesized-type-arguments-issue-120892-3.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unsafe-foreign-mod-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/macro-mismatched-delim-paren-brace.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/new-unicode-escapes-4.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bounds-lifetime-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/diff-markers/fn-arg.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/pat-ranges-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/pat-ranges-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/bounds-lifetime.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/unbalanced-doublequote.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/issue-116781.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/parser/range-exclusive-dotdotlt.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/match/match-range-fail.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/fn/fn-recover-return-sign2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/fn/error-recovery-mismatch.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/struct-parser-recovery-issue-126344.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/issue-95878.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/no-patterns-in-args.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/pattern/at-in-struct-patterns.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/str/str-escape.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/traits/const-traits/impl-tilde-const-trait.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/traits/const-traits/const-impl-recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/typeck/issue-92481.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/typeck/do-not-suggest-placeholder-to-const-static-without-type.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/typeck/issue-100164.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/typeck/suggest-arg-comma-delete-ice.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/generic-const-items/duplicate-where-clause.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/generic-const-items/assoc-const-missing-type.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/generic-const-items/misplaced-where-clause.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/lint/unused_parens_multibyte_recovery.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/lint/issue-104897.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/type-ascription-instead-of-path-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/issue-94171.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/missing-impl-trait-block-but-not-ascii.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/raw-name-use-suggestion.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/struct-field-type-including-single-colon.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/method-missing-parentheses.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/issue-105226.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/js-style-comparison-op-separate-eq-token.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/suggestions/type-ascription-and-other-error.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/expr/malformed_closure/missing_block_in_fn_call.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/expr/if/if-without-block.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/tuple/tuple-struct-fields/test.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/consts/const-extern-fn/issue-68062-const-extern-fns-dont-need-fn-specifier.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/consts/const-extern-fn/issue-68062-const-extern-fns-dont-need-fn-specifier-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/missing-let-in-binding-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/pattern_types/signed_ranges.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/missing-let-in-binding-4.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/type-ascription-instead-of-statement-end.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/type/ascription/issue-34255-1.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/issues/issue-44078.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/rfcs/rfc-3348-c-string-literals/no-nuls.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/rfcs/rfc-0000-never_patterns/check.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/transmutability/issue-110892.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/feature-async-for-loop.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/async-fn/not-a-trait.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/async-fn/impl-header.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/issue-77993-2.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/async-await/no-unsafe-async.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/let-else/let-else-if.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/let-else/let-else-missing-semicolon.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/let-else/let-else-destructuring.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/issue-114112.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/issue-49746-unicode-confusable-in-float-literal-expt.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/issue-46718-struct-pattern-dotdotdot.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/did_you_mean/issue-40396.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/ui/lexer/error-stage.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/run-make/translation/test.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/127916.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/116554.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/134061.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/124751.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/128119.rs
         2  /home/socub/U/tesis/rust_repos/rust/tests/crashes/116519.rs
         1  /home/socub/U/tesis/rust_repos/rust/library/core/src/fmt/num.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/parser/issue_4418.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rustfmt/tests/parser/stashed-diag.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0034_bad_box_pattern.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0016_missing_semi.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0039_lambda_recovery.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0055_impl_use.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0027_incomplete_where_for.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0026_imp_recovery.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0011_extern_struct.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0020_fn_recover.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0000_struct_field_missing_comma.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0008_item_block_recovery.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0003_C++_semicolon.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0029_field_completion.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0014_where_no_bounds.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0006_named_field_recovery.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0017_incomplete_binexpr.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0009_broken_struct_type_parameter.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0019_let_recover.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0047_repeated_extern_modifier.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0004_use_path_bad_segment.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0013_invalid_type.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0001_item_recovery_in_file.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0010_unsafe_lambda_block.rs
         1  /home/socub/U/tesis/rust_repos/rust/src/tools/rust-analyzer/crates/parser/test_data/parser/err/0005_attribute_recover.rs
